품명부호,품목식별지침부호,품명(한글),품명(영문),품명정의(한글),품명정의(영문)
49623,A552J0,"자물쇠조립체,안테나마스트용","LOCK ASSEMBLY,ANTENNA MAST","(미국 제외) ""마스트(MAST)""를 굳게 지키도록 고안된 장치이다. 제외: LEVER, MANUAL CONTROL","A device designed to secure a MAST, Excludes:LEVER, MANUAL CONTROL."
49624,A515E0,"다기관,탈수기용 ","MANIFOLD,DEHYDRATOR",건조하고  청결한 공기 또는 가스를 제공하기 위하여 탈수장치에 사용하도록 특수하게 고안된 품목이다.,"A specifically designed item for use in a dehydration unit to provide dry, clean air or gas."
49625,A23900,"무선호출신호기,통신용","PAGER,COMMUNICATION","가청음,벨,경적음 등을 통하여 대기 전화호출이 있는 사용자를 알리도록 특수하게  고안된 품목이다. 수신번호 또는 자동다이알 모양을 표시하기 위해 표시장치 위해  표시장치 또는 판독기가 포함되거나 않기도  한다.","An item specifically designed to notify the user that there is an awaiting phonecall via an audible tone, bell, beep or the like. It may or may not include a display or readout to indicate the incoming number, or an autodial feature."
49626,A41600,"유압유,수성,내화용","HYDRAULIC FLUID,AQUEOUS,FIRE RESISTANT","지지압이 높고 온도가 연속적으로 화씨 140도를 초과하는 곳에 적용하기 위해 물이 포함된 분해하기 어려운 합성 유체이다. 높은 발화점을 가지고 있고 부식되지 않으며 비독성이고 마모를 방지하기 위한 첨가제가  들어 있다. 제외: ""HYDRAULIC FLUID, NONCOMBUSTIBLE"", ""HYDRAULIC FLUID, NONPETROLEUM BASE, AIRCRAFT"", ""BRAKE FLUID, AUTOMOTIVE""","A stable synthetic fluid, containing water, for applications where bearing pressures are high and where temperatures repeatedly exceed 140 degrees Fahrenheit.  It has a high flash point, is noncorrosive and nontoxic, and has additives to prevent wear.  Exludes HYDRAULIC FLUID, NONCOMBUSTIBLE; HYDRAULIC FLUID, NONPETROLEUM BASE, AIRCRAFT; and BRAKE FLUID, AUTOMOTIVE."
49627,T394-A,"경보기,생물-화학작용제,자동식","ALARM,BIOLOGICAL-CHEMICAL AGENTS,AUTOMATIC","화학 및 생물작용제에 실재 파악과 경보음 혹은 경고등의 광선을 탐지하는 장치이다. 제외: ""ALARM,BIOLOGICAL AGENT,AUTOMATIC"",""ALARM,CHEMICAL AGENT,AUTOMATIC""","A device which detects the presence of chemical and/or biological agents, and sounds an alarm and/or lights a warning light. Excludes:ALARM, BIOLOGICAL AGENT, AUTOMATIC and ALARM, CHEMICAL AGENT, AUTOMATIC."
49628,A23500,"링크,박판체인용","LINK,LEAF CHAIN","하나의 외측 판에 리벳된 두개의 핀으로 구성된 금속품목으로서 내측 판과 외측 판을 포함하며 ""체인, 박판형(CHAIN, LEAF)""과  연결하도록 고안되었다.","A metal item which consists of two pins riveted to one outer plate.  It may include inner and outer plates in bulk.  It is designed to connect CHAIN, LEAF."
49629,T133-D,"제한기,뼈접합제용","RESTRICTOR,BONE CEMENT","수내관을 채워서 대퇴 보철간을 접합지지하도록 고안된 품목이다. 전 고관절을 교체하는 동안 누출되어 뼈에 증강된 접합관통,말단 대퇴축으로의 접합제 유입 그리고  증가된 접합력 조성을 제한하도록 되어 있다.","An item designed to provide cement support of the femoral prosthesis stem by plugging the intramedullary canal. It helps to restrict cement flow into the distal femoral shaft, increasing the cement pressure buildup, and increasing cement penetration into the bone from leaking out during total hip replacement."
49630,T165-B,"케이스,폭파장약용","CASE,DEMOLITION CHARGE",장약으로 충전되어 지도록 고안된 각종  형태와 크기의 상자이다. 한쪽 방향으로 폭발력을 집중시킨다.,A case of various shapes and sizes designed to be filled with an explosive charge. It may concentrate the energy of the explosive in one direction.
49631,A23900,"방풍판,신관용","WINDSHIELD,FUZE","""신관(서술된 품목)(FUZE)"" 내의 폭약 구성품들을 보호하도록 고안된 장치이다.","A device designed to protect the explosive components within a FUZE (1), as modified."
49632,A23900,"방풍판,포탄용","WINDSHIELD,PROJECTILE",탄도효율을 개선하는데 사용된 포탄의 첨탄을 포함하며 곡사탄두는 분할되어 있다.,The curved forward part up to and including the pointed end of a projectile which is used to improve ballistic efficiency.
49633,A23900,신틸레이터,SCINTILLATOR,감마형 핵방사능의 상호작용 결과로서 밝은 광양자(섬광)를 제공하는 방사능 측정기로 사용되는 장치이다.,A device used as a radiac detector which provides light photons (scintillations) as a result of interaction with gamma type nuclear radiation.
49634,A23900,"심,도파관용","SHIM,WAVEGUIDE","플랜지의 면 사이에 전기 저항을 낮출 목적으로 두개의 ""플랜지,도파관용(FLANGE, WAVEGUIDE)""을 맞추도록 고안된 한 조각의  금속 제품이다.","A piece of metallic material designed to fit between two FLANGE, WAVEGUIDEs for the purpose of ensuring a low electrical resistance between the faces of the flange."
49635,A513W0,설퍼세타미드 나트륨 및 초산 프레드니,SULFACETAMIDE SODIUM AND PREDNISOLONE ACETATE OPHTHALMIC OINTMENT,,
49645,A23900,"연결기,막대부분품용,포 손질용","CONNECTOR,STAFF SECTION,ARTILLERY CLEANING","길이 일부가 내부는 나사 깎이고 외부는 우툴두툴하고 키홈으로 되어 있거나 길이의  전체나 일부가 죄고 돌려져 있는 원통형 금속제 품목이다. 제외: ""CONNECTOR,ROD END"",""NUT,PLAIN,KNURLED""","A cylindrical metallic item which may be internally threaded for part of its length and be externally knurled, splined or have other gripping/wrenching features for part or all of its length. Excludes:CONNECTOR, ROD END and NUT (1), PLAIN, KNURLED."
49646,A23900,"덮개,송탄기,기관총용","COVER,FEED MECHANISM,MACHINE GUN","탄대송탄식 기관총의 약실과 송탄기에 진입할 수 있는 금속제 품목이다. 제외: COVER,BREECH","A metallic item which provides access to the breech and feed mechanism of a belt-fed machine gun. Excludes:COVER, BREECH."
49647,A23800,환경보호덮개 조립체,ENVIRONMENTAL PROTECTIVE COVER ASSEMBLY,"분진,습기,오염물질 및 위험으로 부터 전술미사일의 표적추적장치의 전단원추형  부분을 보호하도록 고안된 보호덮개 조립체로서 전자 폭파장치로 구성되었으며 전술미사일에 접속 연결하기 위한 케이블 조립체를 포함한다.","A protective cover assembly designed to protect seeker dome of tactical missiles from dust, moisture, contaminants, and/or damage. The cover consists of an electroexplosive devise and may also include cable assemblies for interface connection to the tactical missile."
49648,A34300,"주사용 프레드니솔론 호박산 나트륨,미",PREDNISOLONE SODIUM,(미국 제외),This INC was converted from AEUSA to General Use on 06/11/2018.
49650,A34300,"주사용 아즈트레오남,미국약전",AZTREONAM FOR INJECTION,,
49651,A23900,"위치기,탄약,공포용","POSITIONER,AMMUNITION,BLANK",송탄망 또는 송탄기를 위치시키도록 공포탄 탄약대고리를 고정하고 안정장치를 하도록 고안된 금속제 또는 비금속제 품목이다.,A metallic or non-metallic item designed to hold and stabilize link blank cartridges for positioning on feed trays or feed mechanisms.
49653,T277-X,"트랙터,잔디 및 정원용","TRACTOR,LAWN AND GARDEN","조절식 앞바퀴 접지면 폭이 없는 시간당 15마일(24.14KM)이내의 작업속도로 잔디와 정원을 유지보수하도록 주로 고안된 부속장치가 있거나 없는 자주식 승차/도보 수송수단이다. 잔디깎기,제설,눈 분출 및 부속장치 사용에 따른 다른 작업을 하도록  고안되었다.","A self-propelled riding/walking vehicle with or without attachments, primarily designed for lawn and garden maintenance, with an operating speed of less than 15 miles (24.14 Kilometers) per hour, without an adjustable front wheel tread width. It is designed for grass-cutting, snow-ploughing, snow-blowing, and various other duties depending on the attachment(s) used."
49654,A536Y0,접촉 레일,CONTACT RAIL,램프의 기계장치와 전기연결을 할 수 있는 덮개에 둘러 싸여진 도체의 직선으로  고안된 품목이다. 품목 길이에 따라 설치될 수 있으며 다른 공구 없이 제거할 수 있다.,An item designed as a straight line of conductors enclosed in a cover which enables mechanical attachment and electrical connection of lamps. The lamps can be mounted along the length of the item and removed without requiring any tools.
49659,T133-D,"전극,나선형,태아모니터용","ELECTRODE,SPIRAL,FETAL MONITORING",태아 심박도수의 체내 감시 중 산모에게 외상을 줄이기 위해 쉽게 적용하도록 고안된 품목이다.,An item designed to allow easy application with reduced trauma to the mother during internal monitoring of the fetus heart rate.
49660,T133-D,"삽입기와 압설자,수족안마술용","PACKER AND SPATULA,PODIATRIC",소외과처치 시술에 사용하도록 고안된 손으로 쥘 수 있는 기구장치로서 말단이 단일  또는 이중으로 되어 있다.,A hand-held instrument device designed for use in performing minor surgery. It may have a double or single end.
49662,A23800,위조루술 영양관 키트,GASTROSTOMY FEEDING,"경피 내시경검사의 위조추술을 형성하는데 사용하도록 고안된 품목의 집합체이다.  부착된 확장기 카테터,유도선,삼각형 피부판,작은 날이 둥근칼,셀딩거 바늘,Y자형 배출 연결기,바늘뭉치,주사기,구멍뚫린 수술포, 수용성 윤활제 및 그외 관련 장구들이 달린경피적 내시경검사의 위조루 튜브를 포함한다.","A collection of items designed for use in performing percutaneous endoscopic gastrostomy. May include sacks-vine gastrostomy tube with attached dilator catheter, guidewire, triangle skin disc, scalpel, seldinger needle, Y-port connector, needles, syringe, fenestrated drape, water-soluble lubricant, and other related features."
49664,A509C0,"구동 가속장치,전기식","DRIVE PICKUP,ELECTRICAL","전기로 제어되어 작동되는 내연기관이나 전기식인 유압 혹은 공기 구동장치가 달린 차량을 위한 속도, 방향 등을 조종하도록  손이나 발로 작동되는 장치이다.","A manually or foot-operated device designed to control speed, direction and the like for vehicles with electrical, hydraulic or pneumatic drive or internal combustion engine the operation of which is controlled by electrical means."
49665,T090-B,"살균제,제4급 암모늄 복합용액용","DISINFECTANT,QUATERNARY AMMONIUM COMPOUND SOLUTION",,
49666,T148-C,"모의탄,수총류","DUMMY GRENADE,HAND-RIFLE","""수총류탄(GRENADE, HAND-RIFLE)""의 완전한 비활성 복제품으로서 취급,적재,손질 및  다른 교련 목적의 훈련에 사용된다.","A completely inert replica of a GRENADE, HAND-RIFLE used for training in handling, loading, fixing and other drill purposes."
49667,T148-C,"수류탄,교육용","GRENADE,HAND,INSTRUCTIONAL","식별 및 기능에 관한 강의교육에 사용되는 수류탄의 완전한 비활성 복제품으로써,단면으로 되어 있다.","A completely inert replica of a GRENADE, HAND used for classroom instruction in identification and functioning. It may be sectioned."
49669,T148-C,"수류탄,연습용","GRENADE,HAND,PRACTICE","연습 목적으로 특수설계된 수류탄의 복제품으로써, 비활성장전되거나 기능을 표시하도록 감소장약으로 되어 있다.","A replica of a GRENADE, HAND specifically designed for practice purposes. It may be inert loaded or with a reduced charge to indicate functioning."
49670,T148-C,"총류탄,연습용","GRENADE,RIFLE,PRACTICE","연습목적용으로 특수하게 설게된 총류탄의 복제품으로써, 비활성장전되거나 기능을 표시하기 위해 감소장약으로 되어 있다.","A replica of a GRENADE, RIFLE specifically designed for practice purposes. It may be inert loaded or with a reduced charge to indicate functioning."
49671,A23900,"컨테이너 덤프,비포장자재용","CONTAINER DUMP,LOOSE MATERIAL","흙,돌,금속 부스러기,폐기물 등과 같은  자재들을 담고 운송하도록 고안된 품목이다. 자재배출을 위해 덤프장치로 장비되어 있다. 미끄러지고 갑작스런 쏟아짐을 방지하는 안전장치로 장비되어 있고 덮개,퇴적장치, 롤러,크레인의 고정장치,돌리트럭이나 팰릿트럭 등과 같은 부가장치를 포함한다.","An item designed for accommodation and transport of materials such as soil, stones, chips, wastes and the like. For drainage the item is equipped with a dumping device. The item is equipped with safety devices against sliding and unintended dumping and may include the following additional devices: cover, stacking device, rollers, fixtures for crane, dolly truck or pallet truck and the like. For use as a metal chip container a perforated plate may be inserted above the container bottom to separate coolant from the chips. Prior to dumping the coolant may be drained via a spout by means of an outlet cock."
49672,A23900,"요크,삼각대용","YOKE,TRIPOD","기관총,소총 또는 유사 무기의 삼각대 다리 장착을 위하여 두개의 플랜지 헤드로 구성된 장치로서 무기에 장착 또는 분리하기 위해 신속 분리장구들을 통합하는 두개의  조가 있다.","A device consisting of a two-flanged head for the attachment of the legs of a tripod machine gun, rifle or similar weapon. It usually includes two jaws incorporating quick-release features for connection or disconnection from a weapon."
49673,A23900,"하우징,마스크용,광학기구용","HOUSING,MASK,OPTICAL INSTRUMENT","기능 위치에서 이동되었을 때 ""마스크,광학기구용 (MASK,OPTICAL INSTRUMENT)""을 고정 및 보호하는 금속제나 비금속제 품목의 조립체이다. 제외: HOLDER, OPTICAL ELEMENT","An assembly of metallic and/or nonmetallic items which holds and protects a MASK, OPTICAL INSTRUMENT when it is moved out of its functional position. Excludes:HOLDER (1), OPTICAL ELEMENT."
49674,A23900,"판,공이,축사포용","PLATE,FIRING PIN,SUBCALIBER GUN",소구경 소총의 약실을 폐쇄하는 장치로서  소총 또는 기관총 총열의 약실에 있는 탄약을 정지시키며 공이도 포함된다.,A device which closes the breech of a subcaliber gun. It holds the cartridge in the chamber of the rifle or machine gun barrel. It may include the firing pin.
49675,A23900,"손잡이,총 장전기용","HANDLE,GUN CHARGER","""장전기,총용(CHARGER, GUN)""을 작동하는  수동식 장치로서 공이가 노리쇠에 탄환의  심강을 삽입하고 총열에서 퇴각시키도록 보통은 스프링 장전되어 있다. 제외: LEVER, LOCK-RELEASE","A hand-operated device which activates a CHARGER, GUN. It is usually spring-loaded so that a plunger enters a cavity in a bolt and draws it back from the breech. Excludes:LEVER, LOCK-RELEASE."
49676,A23900,"전자 유니트,기폭장치용","ELECTRONIC UNIT,ARMING DEVICE",기폭장치의 기능을 제어하도록  고안되었으며 전기/전자 구성품으로 구성된  품목으로서 개별 전자 조립체는 제외한다.,An item consisting of electrical/electronic components and designed to control the function of an arming device. Excludes:individual electronic assemblies.
49677,A23900,"밸브,블리드용,터빈엔진용","VALVE,BLEED,TURBINE",다단 압축기가 있는 터빈엔진의 구성품이고 서징을 방지하면서 다른 작동조건에서  오는 압력 서지를 감소하고 중화시키는  품목이다.,An item which is a component of a turbine engine with multistage compressors and which reduces and neutralizes the pressure surges resulting from differing operating conditions thus preventing surging.
49678,A23900,"발사장치,카트리지,항공기사출좌석용","FIRING DEVICE,CARTRIDGE,AIRCRAFT EJECTION SEAT",사출좌석의 카트리지에 사용되도록  특수하게 고안된 발사장치이다.,A firing device specifically designed to be used in the cartridge of ejector seats.
49681,T087-C,"고정기,카테터,버팀밴드용","HOLDER,CATHETER,LEG",요배액관을 안정장치하도록 고안된 테이프 없는 잠금장치이다. 혈류를 제지하지 않고 밴드가 미끄러지지 않도록 단단히 끼는  벨크로 폐쇄로 조절가능하다. 금속압력점을  경감하도록 원위치로 되돌려 질 수 있다.  세탁할 수 있고 재사용이 가능하다.,"A tapeless, locking device designed to stabilize urinary drainage tube. It is adjustable with velcro closure which allows a tight fit to keep band from slipping without restricting blood flow. This item can be repositioned to relieve the meatal pressure point. May be washable and reusable."
49682,T133-F,"모니터,태아 심장용","MONITOR,FETAL HEART","초음파 변환기,자궁근수축 측정계, 자궁내 압력변환기 및 그외 관련장구들을 포함하는 종합적 이중채널을 갖춘 전기 작동식 품목이다. 쌍동이의 태아심박도수,자궁압박활동,동시 외부감시를 분만전과 분만시에 할 수 있으며 측정된 매개변수의 연속 스트립 챠트기록을 할 수 있다.","An electric powered item with integral, dual channel which may include ultrasonic transducer, tocodynamometer, intrauterine pressure transducers, and other related features. This item is capable of providing both antepartum and intrapartum monitoring of fetal heart rate, uterine pressure activity, simultaneous external monitoring of twins, and of providing a continuous strip chart recording of measured parameters."
49684,T087-A,"분배기,장갑,환자진찰용","DISPENSER,GLOVES,PATIENT EXAMINATION",입원치료 병실에서 사용되는 장갑을 분배하도록 고안된 뚜껑없는 품목으로서 다문  상처로 미끄러지므로서 세극이나 브래킷이 달린 벽이 진 캐비넷에 부착할 수 있고  재보충하기 위해 떼어낼 수도 있다.,An open top item designed for dispensing the gloves used for in-room hospital care. It can be attached to any wall enclosure cabinets with slits or brackets by sliding onto corresponding lips and removed for refill.
49685,T265-G,"종이,기록,태아모니터용","PAPER,RECORDING,FETAL MONITOR","인쇄된 챠트에 기록하도록 특수하게 제작된 품목으로 투사기록,태아심박수를 감시, 자궁활동을 검파 및 기록하는데 사용토록  고안되었다. 종이,롤,Z자형 연속기록지 또는 복사장과 같은 여러 형태로 되어 있다.","An item produced specifically to make recordings on preprinted charts. It is designed for use in tracing, monitoring fetal heart rate, detecting, and recording uterine activity. It may be furnished in various forms such as sheet, roll, z-fold or fan folded."
49687,A23800,무선중계 시스템,RADIO RELAY SYSTEM,"무선주파 신호를 수신,개조 및 중게하도록 고안된 완비된 전자장치이다.  통신처리중 통신장치의 동기장치 및 자동중게 처리를  수행한다.","A complete electronic system which is designed to receive, reformat, and retransmit radio frequency signals. It also provides synchronization and translation process for a communication system during the communication process."
49688,T228-A,"시험세트,무선 중계용","TEST SET,RADIO RELAY","신호 자동중계기,무선 송신기,무선 수신기 및 혼신 상쇄그룹을 포함하는 무선중계시스템의 시험을 하도록 특수하게 고안된  품목이다.","An item specifically designed for making examinations of a RADIO RELAY SYSTEM, including a signal data translator, radio transmitter, radio receiver, and interference cancellation group."
49689,A23800,"볼세트,베어링용","BALL SET,BEARING",볼 들은 베어링에 들어가 있거나 베어링에 서 독립하여 사용되어 진다. 후자의 경우  내측 레이스와 외측 레이스의 기능은 이웃 구성품에 의해 인계된다.,"A set of BALL,BEARING (00036).  The balls may belong to a bearing or be used independent from a bearing.  In the latter case the function of the inner and outer race is taken over by adjacent components."
49693,A23800,"팁 세트,귀용,고실측정기용","TIP SET,EAR,TYMPANOMETER",각각 다른 특성을 가진 이첨들의  집합체로서 완전 밀봉하기 위해 노출되게 이관에 팁을 단단히 누르는 현미 고실측정 장치로 사용토록 고안되었다. 색분류되고 어떠한  크기의 귀에도 맞게 되어있다.,"A group of ear tips having different or same characteristics. It is designed for use with tympanometric device,which allows the tip to press firmly against ear canal openly to ensure seal. May be color coded,and fits ear size as indicated by color or other indicators."
49694,A46000,"보호의,의복,병원요원용","PROTECTOR,CLOTHING,HOSPITAL PERSONNEL",비 잔류성 접착끈이 달린 어깨 및 허리에서 늘어뜨린 길거나 짧은 소매달린 의복이다.전염성 체액에 잠재적 노출 위험으로 부터 보호하도록 의복 위에 입도록 고안되었다.,"A short or long sleeved garment, extending from the shoulders and waist with non-residue adhesive tabs. It is designed to be worn over the clothing of personnel for protection from the potential risk of exposure to infectious body fluids."
49695,A23900,"스위치조립체,섬유광학용","SWITCH ASSEMBLY,FIBER OPTIC","주로 스위치를 넣도록 고안된 공동장치위에 설비된 두개 이상의 ""스위치,섬유광학용(SWITCH, FIBER OPTIC)""이다. 각각의  섬유광학용 스위치는 독립적으로 기능을 발휘한다. 전자 스위치를 포함한 스위치 조립체는  ""스위치 조립체(SWITCH ASSEMBLY)""를  참조한다.","Two or more SWITCH, FIBER OPTIC mounted on a common mounting, which is primarily designed to hold the switches. Each SWITCH, FIBER OPTIC must be capable of functioning independently. For switch assemblies that include electronic switches, see SWITCH, ASSEMBLY."
49696,A23900,"발사기,박격포 축사구경 삽입물용","MORTAR,SUBCALIBER INSERT",박격포신에 삽입되어지는  원통형 금속품목으로서 훈련하는 박격포 사수를 위해 보다 적은 탄약을 사용하도록 박격포 축사구경을 감소시키는데 사용된다. 그 자체 만으로는 기능을 발휘하지 못하며 오직  훈련장비로서 사용된다.,A cylindrical metallic item which is inserted into the mortar tube. It is used to reduce caliber of mortar to allow less costly ammunition for training mortar crews. The item is non-capable of functioning by itself. It is used only as a training device.
49698,T107-A,"배치키트,스텐트용","PLACEMENT KIT,STENT","사행요관을 통하여 유치스텐트의 역행성 유치에 사용되도록 고안된 품목의 집합체로서 카테터,분만초 및 그외 관련 품목들을  포함한다.","A collection of items designed to be used for retrograde placement of an indwelling stent through a tortuous ureter. May include catheter, delivery sheath, and other related items."
49699,T107-A,"초 키트,요관경검사용","SHEATH KIT,URETEROSCOPY","가요성 요관경의 배치에 사용되는  도관을 설치하고 요관을 돕고 확장시키도록 고안된 품목들의 집합체이다. 확장기,초,확장기와 초조립품 및 그외 관련품목들을 포함한다.","A collection of items designed to aid or dilate the ureter and establish a conduit used in the placement of a flexible ureterscope. May include dilator, sheath, dilator and sheath assembled, and other related items."
49700,T107-A,"퍼티키트,손 요법용","PUTTY KIT,HAND THERAPY","환자의 활동, 향상된 악력 및 전체적 손/손목 힘의 운동범위로 증진된 순환기,근육 강화에 사용토록 고안된 품목들의 집합체이다. 증강된 퍼티 내성을 특별히 강하게 하기 위해 초 연성의 3온스 컵 1개를 포함한다. 제외: PUTTY, HAND THERAPY","A collection of items designed to be used for improving circulation, muscular strength by exercising range of motion, better grip, and overall hand/wrist strengthening of patients. It includes one 3 oz. cup each of super soft to extra firm strengthening putty resistances. Excludes:PUTTY, HAND THERAPY."
49702,A23900,"받침대,식품조리와 공급장비용","STAND,FOOD COOKINGAND SERVING EQUIPMENT",가가종 식품조리 및 공급장비를 넣도록  고안된 받침대로서 개방식 또는 캐비닛형으로 되어있다.,A stand designed to accommodate various types of food preparation and serving equipment. It may be open or cabinet type.
49703,T265-G,"카드,기록,멸균표시기용","CARD,RECORDING,STERILIZATION INDICATOR","배양 중 캠서 앰플을 위한 주기 확증방법을 제공하는 인쇄된 품목이다. 제외: ""CARD,INDICATING,STERILIZATION"",""INDICATOR,STERILIZATION""","A preprinted item that provides a method of cycle identification for chemsor ampules during incubation. Excludes:CARD, INDICATING, STERILIZATION and INDICATOR, STERILIZATION."
49704,T087-B,"패드,각판장치,태아모니터용","PAD,LEG PLATE ATTACHMENT,FETAL MONITORING","접착배면이나 자극성 배면이 달린 멸균된  일회용 교질화 품목으로서 분만 전에  태아혈액을 검사하도록 고안되었다. 제외: ADAPTER, LEG PLATE, FETAL MONITORING","A sterile, disposable, pregelled item with adhesive or hypoallergenic backing. It is designed to test fetal blood prior to delivery. Excludes:ADAPTER, LEG PLATE, FETAL MONITORING."
49705,T107-A,"체액관리-혈액폐기물수집장치,혈관조영용","FLUID ADMINISTRATION-WASTE COLLECTION SYSTEM,ANGIOGRAPHIC","혈액폐기물의 수집과 청정염 공급을 위해  사용되도록 고안된 품목 집합체로서 심장카테터법,혈관조영법 및 방사선 사진법  수술중 감염혈액과 체액에 의해 건강관리요원이 감염되지 않도록 보호하는데 사용된다. 건강관리요원과 환자 모두를 위한 모스  다기관에 직접장치된 보호장소로 사용되어 질  수 있다. 1000밀리리터 폐기 수집백,이중체크밸브,체액관리세트 및 그외 관련장비로  구성된 멸균,일회용 품목이다.","A collection of items designed to be used for the collection of blood wastes and the distribution of clean saline. It is used to protect healthcare workers from contamination by infectious blood and body fluids during cardiac catheterization, angiographic, and radiographic procedures. This item can also be used with protection station which is directly mounted on the morse manifold for both the healthcare worker and the patient. It is a sterile, disposable item consisting of a 1000 ml waste collection bag, dual check valve, fluid administration set, and other related features."
49706,A23900,"어댑터,카세트,비디오테이프용","ADAPTER,CASSETTE,VIDEO TAPE","""녹화기-재생기,비디오용(RECORDER-REPRODUCER,VIDEO)""에 사용되는 다른크기의 카세트(VHS등)에 소형카세트를 사용하는 품목으로써,전지,전동기를 위해 저장품을 제공한다.","An item which adapts a compact cassette to another size cassette (VHS, and the like) to be used in a RECORDER-REPRODUCER, VIDEO. The adapter may provide provisions for a battery, motor or the like."
49708,A23900,"고정기,반사경,안전표시용","HOLDER,REFLECTOR,CLEARANCE INDICATING","""반사경,표시용,안전용(REFLECTOR, INDICATING, CLEARANCE)""을 넣고 고정하도록  고안된 원형,삼각형 또는 직사각형 품목이다.","An item of round, triangular or rectangular shape designed to accommodate and hold a REFLECTOR, INDICATING, CLEARANCE."
49709,A23800,회로카드세트,CIRCUIT CARD SET,"제어반,확장카드 등과 같은 두개 이상의 회로카드 집합체로서 상호간에 실제로 접속시키지는 않는다. 장비 부분품의 기억장치,확장응용,제품증강을 확장하는데 사용되는 장비개조를 위한 품목이다. 참조: MODIFICATION KIT","A group of two or more circuit cards such as controller board, expander card and the like, not physically connected to each other. The item(s) may be used to expand memory, extend application, enhance the design or the like of a piece of equipment. For items designed to modify equipment, see also MODIFICATION KIT (as modified). For items physically connected together, see CIRCUIT CARD ASSEMBLY."
49710,A23800,"개조키트,자동자료처리용","MODIFICATION KIT,AUTOMATIC DATA PROCESSING","설계 혹은 자동자료처리 장비를 개별적이나 결합하여 변경시키는 품목으로서 개선된  안전성, 보다 큰 효율성, 확장 적용성 등과 같은 특성을 효과적으로 사용한다.  둘 이상의 회로카드 만이 포함된 품목은 ""회로카드세트(CIRCUIT CARD SET)""를 참조한다.","An item(s) employed individually or conjunctively to alter the design of automatic data processing equipment. The item(s) may be used to effect attributes such as improved stability, greater efficiency, extended application or the like. For items that include two or more circuit cards only, see CIRCUIT CARD SET."
49711,A23900,"부호기-해독기,통신장비용","ENCODER-DECODER,COMMUNICATIONS EQUIPMENT",통신장비에 사용하도록 부호화된 자료의 부호화 및 해독하는 이중기능을 수행하는  품목이다.,An item which performs the dual function of encoding and decoding of coded data for use in communications equipment.
49712,T262-G,"훈련기재,유도탄 정비용","TRAINER,GUIDED MISSILE MAINTENANCE","중간 및 부대수준에서 점검,예방/보수 정비 및 폭발물 처리절차를 수행하며  요원에게의 교육을 돕도록 고안된 훈련기재이다.","A trainer designed to assist in instruction to personnel in performing checkouts, preventive/corrective maintenance, and explosive ordnance disposal procedures at the intermediate and organizational level."
49713,A23800,"분석기 세트,스펙트럼용","ANALYZER SET,SPECTRUM",복합 전기파형을 구성하는 진폭과 주파수를 측정하는 그러나  반드시 동일한 기본명을 가지지는 않는 일정수의 구성품과 품목들 이다.,"A fixed number of components and/or items, not all having the same basic name, which measures the amplitude and frequency of the constituents of a complex electrical waveform."
49714,T102-D,"공이,신관용","STRIKER,FUZE","뇌관 또는 기폭약을 때리는 착발사격장치나 신관장치의 구성품으로써 폭약,기폭 또는 점화도화선을 기폭하기 위해 공이를 통하거나 직접으로 타격한다.","A component of a percussion firing mechanism or a fuze mechanism which strikes a primer or detonator, either directly or through a PIN, FIRING to initiate an explosive, detonating or iginiting train."
49715,T117-A,"연결기,정맥주사장치용","CONNECTOR,INTRAVENOUS INFUSION SYSTEM",규격 크기의 Y자 위치와 수 어댑터  플러그를 짜맞추기 위해 부착되어 확실히  연결되는 일체성형 품목이다.,"A one piece item designed to provide a secure connection, which is capable to be attached to fit standard size ""Y"" sites and male adapter plugs."
49716,T087-A,"패드,피부준비,심전계용","PAD,SKIN PREPARATION,ELECTROCARDIOGRAPH",착탈식 접착배면이 달린 습식 또는 건식 사포형 품목으로서 환자 신체에 전극 부착 전에 외부 피부층을 박리하도록 고안되었다.,A wet or dry sand paper type item with removable adhesive backing. It is designed to remove outer skin layer before attaching electrodes to the patient's body.
49717,T107-C,물 재생장치,WATER RECOVERY SYSTEM,"라디에타,송풍기,10갈론 물탱크,펌프, 전동기,배기호스,밸브,운반손잡이가 달린 금속 하우징,가든호스,전기접속 하우징 및 그외 관련 품목들로 구성된 품목들의 집합체이다. 하나 또는 두개의 야전 멸균기에서 응축 및 배출장치를 재생하고, 증기를 물로 변화시키며, 멸균기에 물을 다시 붓는데 사용토록 고안되었다.","A collection of items consisting of radiators, fans, ten gallon water capacity tank, pump, motor, exhaust hoses, valves, metal housing with carrying handles, garden hose, electrical connection housing, and other related items. It is designed to be used for recovering the condensate and exhaust system from one or two field sterilizers, converting steam to water, and pumping the water back to the sterilizers."
49718,A23900,"설치및제거공구,부싱용","INSTALLATION AND REMOVAL TOOL,BUSHING",항공기 연료탱크에 부착 및 접속기능을  수행하도록 특수하게 고안된 품목이다.,An item specifically designed to perform attaching and interface functions on aircraft fuel tanks.
